거래번호,항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
15443,요거트,냉동 디저트,롤빵,패스트리,소다,야채 주스,냅킨,,
15444,돼지고기,전지우유,패스트리,설탕,신문,,,,
15445,열대과일,야채,전지우유,요거트,사워 크림,롤빵,마가린,설탕,인스턴트 식품
15446,롤빵,마가린,생수,소주,와인,와플,초콜릿,,
15448,과일,패스트리,,,,,,,
15449,전지우유,생수,병맥주,신문,,,,,
15451,전지우유,설탕,고양이 사료,,,,,,
15452,소시지,야채,전지우유,사워 크림,롤빵,머스타드,,,
15454,소고기,롤빵,,,,,,,
15457,패스트리,커피,껌,,,,,,
15459,열대과일,생수,,,,,,,
15461,소시지,돼지고기,백포도주,,,,,,
15462,야채,크림 치즈,초콜릿,,,,,,
15464,생수,캔맥주,껌,신문,,,,,
15466,생수,캔맥주,,,,,,,
15467,전지우유,요거트,,,,,,,
15468,전지우유,롤빵,생수,,,,,,
15471,소시지,딸기,롤빵,껌,쇼핑백,,,,
15472,소시지,햄,열대과일,전지우유,버터,치즈,롤빵,쌀,
15474,소시지,디저트,요거트,우유,크림 치즈,냉동 야채,롤빵,식빵,
15475,감귤,디저트,요거트,우유,냉동 야채,생선,지퍼백,향신료,와플
15476,소시지,햄,치즈,생선,롤빵,마가린,머스타드,,
15477,전지우유,요거트,아이스크림,식빵,패스트리,소다,신문,,
15478,소시지,전지우유,롤빵,,,,,,
15479,전지우유,롤빵,피부관리용품,그릇,,,,,
15481,세정제,사진 필름,,,,,,,
15482,감귤,열대과일,과일,야채,포장 채소,디저트,요거트,우유,치즈
15483,소고기,야채,허브,전지우유,버터,롤빵,식빵,병맥주,
15484,포장 채소,식빵,패스트리,전구,신문,,,,
15487,야채 주스,와플,,,,,,,
15489,열대과일,딸기,전지우유,버터,버터우유,식빵,,,
15490,과일,패스트리,마가린,,,,,,
15491,소시지,치킨,전지우유,사워 크림,계란,롤빵,,,
15492,야채,전지우유,치즈,소스,생수,야채 주스,,,
15494,치킨,소고기,열대과일,치즈,절인 야채,생수,세정제,신문,
15495,열대과일,요거트,우유,생수,소다,,,,
15496,열대과일,버터우유,음료수,생수,야채 주스,간식,껌,냅킨,신문
15497,야채,롤빵,,,,,,,
15499,소고기,과일,야채,전지우유,치즈,병맥주,세정제,,
15501,아이스크림,식빵,소다,신문,,,,,
15503,과일,야채,냉동 야채,롤빵,소다,백포도주,신문,,
15505,햄,열대과일,야채,버터,사워 크림,치즈,케첩,야채 주스,
15506,롤빵,마가린,생수,병맥주,,,,,
15507,소시지,소다,,,,,,,
15508,소고기,마가린,병맥주,,,,,,
15509,전지우유,요거트,식빵,초콜릿,신문,,,,
15510,전지우유,롤빵,베이킹 파우더,초콜릿,,,,,
15511,과일,전지우유,냉동 야채,생수,,,,,
15512,소고기,전지우유,롤빵,,,,,,
15516,야채,식빵,,,,,,
15517,식빵,절인 야채,소다,쇼핑백,,,,,
15518,감귤,과일,전지우유,냉동 야채,생수,,,,
15521,햄,소고기,열대과일,고양이 사료,,,,,
15522,소다,병맥주,,,,,,,
15523,병맥주,신문,,,,,,,
15524,소다,병맥주,,,,,,,
15525,햄,돼지고기,소고기,허브,치즈,냉동 야채,롤빵,쌀,
15527,감귤,열대과일,과일,버터우유,우유,냉동 식품,식빵,,
15528,포도,전지우유,설탕,,,,,,
15529,전지우유,버터,계란,와플,사탕,세정제,,,
15530,야채,전지우유,요거트,사워 크림,밀가루,쇼핑백,,,
15534,요거트,음료수,계란,롤빵,패스트리,소다,초콜릿,초콜릿,
15535,치킨,소고기,,,,,,,
15536,열대과일,사워 크림,생수,소다,병맥주,화초,,,
15537,열대과일,전지우유,소스,초콜릿,신문,,,,
15538,치즈,신문,,,,,,,
15539,마가린,음료수,병맥주,,,,,,
15540,돼지고기,전지우유,버터,계란,마가린,스프,신문,,
15542,햄,치킨,야채,양파,요거트,사워 크림,치즈,냉동 야채,
15543,크림 치즈,커피,초콜릿,사탕,쇼핑백,,,,
15546,냉동 감자,롤빵,식빵,,,,,,
15548,감귤,야채,커피,소주,초콜릿,사탕,,,
15550,전지우유,마가린,,,,,,,
15551,치킨,열대과일,야채,전지우유,디저트,요거트,패스트리,신문,
15552,과일,야채 주스,,,,,,,
15554,냉동 식품,아이스크림,냉동 감자,,,,,,
15555,야채,양파,전지우유,요거트,사워 크림,치즈,크림 치즈,치즈,
15557,소시지,생선,치즈,패스트리,,,,,
15558,전지우유,생선,롤빵,절인 야채,,,,,
15559,소고기,야채,전지우유,요거트,사워 크림,크림 치즈,고양이 사료,냅킨,
15560,돼지고기,계란,소다,,,,,,
15563,롤빵,생선 통조림,캔맥주,,,,,,
15564,캔맥주,신문,,,,,,,
15565,마요네즈,롤빵,소다,초콜릿,,,,,
15566,롤빵,야채 주스,,,,,,,
15567,소시지,치즈,캔맥주,,,,,,
15568,치즈,양초,,,,,,,
15571,생수,신문,,,,,,,
15572,소시지,과일,전지우유,식빵,소금,파스타,기름,설탕,생수
15574,감귤,계란,잼,,,,,,
15576,농축 우유,마가린,야채 주스,캔맥주,,,,,
15577,소시지,돼지고기,열대과일,전지우유,요거트,사워 크림,크림 치즈,,
15578,식빵,캔맥주,,,,,,,
15579,전지우유,버터,커피,생수,양초,,,,
15581,계란,초콜릿,,,,,,,
15582,소시지,야채,음료수,롤빵,소다,,,,
15583,전지우유,요거트,롤빵,여성용 위생용품,,,,,
15584,돼지고기,소다,,,,,,,
15585,전지우유,사워 크림,냉동 야채,간식,,,,,
15587,소고기,야채,냉동 야채,식빵,음료수,,,,
15588,돼지고기,샐러드용 ??소스,기름,소스,커피,소다,캔맥주,소주,사탕
15589,식빵,음료수,,,,,,,
15591,과일,야채,우유,농축 우유,생선,사탕,,,
15592,소시지,열대과일,전지우유,사워 크림,치즈,소다,피부관리용품,,
15594,치킨,포도,야채,전지우유,계란,세정제,신문,,
15595,치킨,과일,버터,치즈,냉동 야채,양초,,,
15598,돼지고기,전지우유,생수,소다,냅킨,,,,
15600,음료수,신문,,,,,,,
15601,버터,식빵,,,,,,,
15602,소시지,열대과일,과일,전지우유,치즈,치즈,식빵,패스트리,
15603,캔맥주,쇼핑백,,,,,,,
15605,소고기,야채,전지우유,마가린,,,,,
15608,야채 주스,껌,,,,,,,
15609,소시지,사워 크림,생수,화초,,,,,
15610,소시지,요거트,,,,,,,
15611,소시지,과일,야채,양파,전지우유,버터,디저트,치즈,크림 치즈
15612,포도,전지우유,버터,롤빵,커피,생수,소다,음료수,화초
15614,딸기,요거트,사워 크림,생수,와플,,,,
15615,감귤,야채,,,,,,,
15619,전지우유,식빵,강아지 사료,초콜릿,화초,,,,
15620,전지우유,롤빵,소다,캔맥주,소주,쇼핑백,,,
15622,감귤,야채,전지우유,,,,,,
15623,돼지고기,소고기,야채,전지우유,우유,냉동 야채,쌀,베이킹 파우더,
15624,소고기,사워 크림,신문,,,,,,
15625,소고기,과일,식빵,소다,,,,,
15627,전지우유,버터,롤빵,,,,,,
15628,치즈,생수,백포도주,,,,,,
15629,감귤,열대과일,양파,우유,커피,생수,소다,야채 주스,
15631,전지우유,생수,,,,,,,
15633,치킨,냉동 야채,냉동 식품,냉동 디저트,,,,,
15634,감귤,열대과일,전지우유,롤빵,,,,,
15635,소시지,치킨,허브,전지우유,사워 크림,치즈,계란,롤빵,
15636,전지우유,롤빵,,,,,,,
15639,돼지고기,야채,전지우유,계란,파스타,케첩,신문,,
15640,야채,양파,전지우유,사워 크림,절인 야채,,,,
15641,감귤,야채,전지우유,마가린,,,,,
15642,감귤,열대과일,전지우유,요거트,사워 크림,,,,
15643,전지우유,버터우유,,,,,,,
15644,돼지고기,소고기,사워 크림,와플,껌,,,,
15645,감귤,생수,야채 주스,쇼핑백,,,,,
15647,감귤,요거트,,,,,,,
15648,소시지,소고기,돼지고기,소고기,야채,우유,밀가루,세정제,
15649,치킨,버터우유,우유,롤빵,야채 주스,신문,,,
15650,전지우유,요거트,롤빵,,,,,,
15651,양파,롤빵,커피,초콜릿,,,,,
15655,생수,캔맥주,백포도주,,,,,,
15657,햄,버터,롤빵,패스트리,기름,,,,
15658,롤빵,야채 주스,,,,,,,
15659,냉동 야채,롤빵,,,,,,,
15663,햄,야채,전지우유,버터우유,우유,식빵,생수,,
15664,소시지,롤빵,패스트리,생수,,,,,
15665,전지우유,사워 크림,계란,식빵,사진 필름,,,,
15669,햄,과일,전지우유,냉동 야채,,,,,
15670,소시지,열대과일,음료수,치즈,롤빵,소다,껌,,
15671,전지우유,버터우유,소금,설탕,소다,와플,,,
15673,전지우유,생수,,,,,,,
15675,돼지고기,전지우유,치즈,냉동 야채,고양이 사료,,,,
15676,돼지고기,소다,,,,,,,
15678,소시지,치킨,열대과일,딸기,야채,양파,전지우유,버터,요거트
15679,전지우유,병맥주,,,,,,,
15682,소고기,딸기,야채,양파,밀가루,머스타드,소다,병맥주,간식
15685,전지우유,요거트,크림 치즈,패스트리,간식,,,,
15686,야채,전지우유,계란,여성용 위생용품,신문,,,,
15687,과일,소다,병맥주,캔맥주,와플,초콜릿,,,
15688,소시지,돼지고기,열대과일,야채,허브,전지우유,요거트,사워 크림,
15689,버터,소다,병맥주,소주,술,초콜릿,신문,,
15691,소고기,전지우유,치즈,식빵,패스트리,야채 주스,신문,,
15692,돼지고기,전지우유,버터,사워 크림,치즈,고양이 사료,커피,,
15693,디저트,롤빵,냅킨,신문,쇼핑백,,,,
15694,크림 치즈,마가린,야채 통조림,병맥주,,,,,
15695,농축 우유,롤빵,식빵,커피,생수,소다,,,
15696,아이스크림,식빵,,,,,,,
15697,치킨,전지우유,냉동 식품,계란,식빵,케첩,강아지 사료,음료수,냅킨
15698,야채,전지우유,농축 우유,냉동 야채,롤빵,식빵,,,
15701,우유,아이스크림,생수,소다,쇼핑백,,,,
15703,패스트리,소다,,,,,,,
15704,롤빵,병맥주,,,,,,,
15705,양파,소다,야채 주스,,,,,,
15706,패스트리,캔맥주,남성 화장품,신문,,,,,
15707,감귤,야채,전지우유,요거트,사워 크림,농축 우유,롤빵,밀가루,
15709,치킨,감귤,야채,버터,커피,,,,
15710,전지우유,식빵,밀가루,설탕,화초,,,,
15711,치킨,전지우유,잼,커피,소다,냅킨,쇼핑백,,
15713,감귤,야채,마가린,음료수,와플,,,,
15714,감귤,야채,허브,버터,사워 크림,마요네즈,소주,와플,
15715,치킨,요거트,사워 크림,냉동 디저트,소다,화초,,,
15718,전지우유,요거트,,,,,,,
15719,돼지고기,야채,전지우유,우유,냉동 식품,쇼핑백,,,
15721,소고기,열대과일,과일,야채,전지우유,요거트,사워 크림,마요네즈,
15722,소시지,소고기,열대과일,롤빵,마가린,생수,병맥주,피부관리용품,
15723,야채,허브,전지우유,버터우유,사워 크림,쇼핑백,,,
15724,치킨,과일,전지우유,롤빵,식빵,패스트리,마가린,생수,
15725,햄,소고기,사워 크림,베이킹 파우더,고양이 사료,초콜릿,,,
15727,야채,허브,전지우유,버터,롤빵,소다,초콜릿,사탕,
15728,소시지,전지우유,밀가루,야채 주스,냅킨,,,,
15729,패스트리,소다,캔맥주,백포도주,신문,,,,
15730,소시지,감귤,과일,전지우유,디저트,계란,식빵,마가린,초콜릿
15731,요거트,롤빵,,,,,,,
15732,과일,야채,전지우유,버터,사워 크림,치즈,계란,수프,
15733,소시지,전지우유,요거트,치즈,계란,식빵,간식,와플,초콜릿
15734,햄,치킨,감귤,전지우유,요거트,사워 크림,병맥주,초콜릿,
15735,소고기,전지우유,디저트,치즈,냉동 식품,롤빵,음료수,초콜릿,
15736,버터,야채 주스,간식,초콜릿,,,,,
15737,소고기,치킨,감귤,전지우유,요거트,냉동 야채,식빵,냅킨,
15740,소시지,야채,전지우유,요거트,,,,,
15745,전지우유,패스트리,,,,,,,
15748,전지우유,마요네즈,소다,신문,,,,,
15749,롤빵,캔맥주,,,,,,,
15750,전지우유,요거트,사워 크림,롤빵,와플,,,,
15751,소시지,버터,,,,,,,
15752,소시지,열대과일,야채,전지우유,냉동 야채,계란,밀가루,마가린,
15754,열대과일,딸기,야채,전지우유,크림 치즈,냉동 식품,식빵,소다,
15755,농축 우유,소다,,,,,,,
15756,마가린,양초,,,,,,,
15758,요거트,생수,캔맥주,냅킨,,,,,
15759,치즈,롤빵,소다,,,,,,
15760,포도,롤빵,패스트리,병맥주,,,,,
15763,전지우유,롤빵,신문,,,,,,
15764,소시지,전지우유,요거트,크림,냉동 야채,냉동 감자,쌀,,
15765,돼지고기,음료수,식빵,,,,,,
15766,돼지고기,과일,야채,요거트,사워 크림,우유,계란,소금,
15767,햄,소고기,,,,,,,
15770,치즈,소금,야채 통조림,,,,,,
15772,감귤,딸기,요거트,소다,,,,,
15773,소시지,화초,,,,,,,
15774,감귤,냉동 식품,계란,야채 주스,화초,,,,
15776,인스턴트 식품,초콜릿,,,,,,,
15777,소시지,야채,아이스크림,식빵,소금,,,,
15781,치킨,햄,감귤,열대과일,딸기,양파,전지우유,요거트,사워 크림
15782,치킨,디저트,소다,,,,,,
15783,햄,열대과일,버터,크림 치즈,계란,식빵,패스트리,차,야채 주스
15784,과일,전지우유,요거트,치즈,계란,간식,사진 필름,,
15785,소시지,치킨,돼지고기,야채,전지우유,롤빵,야채 주스,캔맥주,
15786,햄,소고기,요거트,생선 통조림,,,,,
15788,소시지,감귤,,,,,,,
15789,열대과일,전지우유,디저트,생수,소다,캔맥주,,,
15790,햄,열대과일,신문,,,,,,
15791,열대과일,롤빵,초콜릿,초콜릿,신문,,,,
15793,설탕,백포도주,신문,,,,,,
15794,생수,소다,,,,,,,
15795,전지우유,요거트,병맥주,,,,,,
15796,과일,버터우유,치즈,냉동 야채,식빵,설탕,커피,,
15797,롤빵,커피,간식,와플,,,,,
15798,전지우유,사워 크림,계란,생수,소다,초콜릿,화초,,
15800,소다,사탕,,,,,,,
15801,사워 크림,냅킨,화초,,,,,,
15804,소시지,치킨,돼지고기,전지우유,버터,요거트,마가린,야채 주스,
15805,소시지,소고기,감귤,열대과일,딸기,야채,전지우유,식빵,빵
15806,야채,전지우유,패스트리,쇼핑백,,,,,
15807,야채,버터,롤빵,밀가루,생수,소주,사탕,,
15808,돼지고기,양파,버터,디저트,음료수,우유,치즈,냉동 야채,
15809,전지우유,소다,전구,화초,쇼핑백,,,,
15812,우유,생수,껌,쇼핑백,,,,,
15813,냉동 야채,소다,,,,,,,
15814,과일,냉동 식품,아이스크림,야채 주스,,,,,
15815,열대과일,야채,계란,,,,,,
15817,식빵,소다,병맥주,,,,,,
15818,야채,포도주,팝콘,쇼핑백,,,,,
15821,마가린,소다,,,,,,,
15824,소시지,열대과일,버터우유,치즈,생수,소다,병맥주,,
15825,치킨,야채,사워 크림,마가린,소스,캔맥주,쇼핑백,,
15826,계란,패스트리,,,,,,,
15827,농축 우유,패스트리,여성용 위생용품,쇼핑백,,,,,
15828,캔맥주,쇼핑백,,,,,,,
15830,돼지고기,열대과일,요거트,설탕,생수,전구,,,
15832,열대과일,전지우유,음료수,롤빵,,,,,
15833,돼지고기,열대과일,요거트,식빵,야채 주스,,,,
15834,야채,초콜릿,,,,,,,
15835,감귤,소다,음료수,,,,,,
15838,햄,과일,요거트,냉동 식품,생수,소다,냅킨,,
15839,와플,신문,,,,,,,
15840,음료수,우유,지퍼백,음료수,,,,,
15842,감귤,과일,딸기,생선,식빵,패스트리,와플,,
15843,아이스크림,식빵,와인,간식,초콜릿,초콜릿,,,
15844,간식,초콜릿,,,,,,,
15846,식빵,,,,,,,
15847,열대과일,과일,딸기,아이스크림,식빵,,,,
15849,전지우유,냉동 야채,패스트리,청소기,,,,,
15851,커피,와인,,,,,,,
15853,버터우유,치즈,커피,,,,,,
15854,돼지고기,야채,패스트리,,,,,,
15855,농축 우유,롤빵,커피,생수,소다,음료수,케이크,,
15856,설탕,커피,,,,,,,
15858,소시지,포장 채소,요거트,롤빵,,,,,
15860,소시지,소고기,열대과일,야채,전지우유,식빵,신문,,
15863,양파,전지우유,캔맥주,쇼핑백,,,,,
15864,열대과일,전지우유,요거트,아이스크림,생수,소다,냅킨,,
15865,수프,야채 통조림,,,,,,,
15867,생수,소다,여성용 위생용품,,,,,,
15868,전지우유,식빵,,,,,,,
15869,소다,병맥주,소주,,,,,,
15871,계란,패스트리,,,,,,,
15872,치즈,병맥주,,,,,,,
15873,버터,치즈,식빵,초콜릿,사탕,,,,
15874,전지우유,크림 치즈,냅킨,그릇,,,,,
15876,열대과일,기름,,,,,,,
15877,음료수,캔맥주,,,,,,,
15879,야채,병맥주,초콜릿,,,,,,
15880,햄,열대과일,강아지 사료,소다,캔맥주,,,,
15882,패스트리,소다,,,,,,,
15885,소시지,야채,포장 채소,요거트,냉동 감자,식빵,소다,사탕,
15886,농축 우유,커피,세정제,,,,,,
15887,전지우유,패스트리,,,,,,,
15888,야채,양파,전지우유,,,,,,
15891,열대과일,요거트,껌,,,,,,
15892,감귤,포장 채소,요거트,마가린,설탕,감미료,베이킹 파우더,양초,
15893,초콜릿,사진 필름,,,,,,,
15895,마가린,절인 야채,커피,병맥주,초콜릿,,,,
15896,냉동 식품,계란,,,,,,,
15897,열대과일,신문,,,,,,,
15898,열대과일,요거트,,,,,,,
15901,음료수,와플,사탕,,,,,,
15902,열대과일,포도,음료수,패스트리,과자,,,,
15903,햄,전지우유,식빵,병맥주,,,,,
15904,치즈,냉동 식품,식빵,생선 통조림,,,,,
15905,열대과일,야채,요거트,사워 크림,크림 치즈,마가린,생수,,
15909,전지우유,디저트,음료수,세정제,,,,,
15910,소고기,감귤,요거트,냉동 감자,패스트리,수프,커피,사탕,
15911,요거트,식빵,,,,,,,
15912,감귤,우유,롤빵,밀가루,,,,,
15913,소시지,롤빵,야채 주스,,,,,,
15914,소시지,요거트,롤빵,,,,,,
15915,돼지고기,신문,,,,,,,
15916,딸기,요거트,마가린,머스타드,야채 주스,세정제,,,
15917,소시지,과일,치즈,냉동 식품,패스트리,강아지 사료,시럽,,
15918,딸기,패스트리,설탕,소다,초콜릿,,,,
15919,소시지,햄,과일,요거트,치즈,치즈,롤빵,식빵,
15923,수프,생선 통조림,,,,,,,
15927,전지우유,버터,,,,,,,
15928,음료수,냅킨,,,,,,,
15929,디저트,계란,소다,청소기,쇼핑백,,,,
15930,생수,소다,소주,,,,,,
15931,전지우유,사워 크림,크림 치즈,소다,,,,,
15934,돼지고기,소고기,소다,캔맥주,,,,,
15935,소고기,야채,포장 채소,전지우유,롤빵,패스트리,기름,생수,소다
15936,소다,비누,,,,,,,
15937,커피,병맥주,,,,,,,
15938,야채,사워 크림,,,,,,,
15939,열대과일,과일,전지우유,요거트,냉동 식품,롤빵,소다,사탕,주방 수건
15940,치킨,야채,전지우유,냉동 야채,롤빵,마가린,소다,,
15941,소다,음료수,,,,,,,
15942,치킨,야채,,,,,,,
15943,열대과일,요거트,음료수,우유,야채 주스,,,,
15946,전지우유,병맥주,소주,,,,,,
15947,치킨,소다,,,,,,,
15948,열대과일,요거트,냉동 디저트,계란,차,,,,
15949,감귤,생수,그릇,,,,,,
15950,병맥주,소주,,,,,,,
15951,열대과일,디저트,치즈,식빵,소다,야채 주스,,,
15954,열대과일,패스트리,와플,초콜릿,쇼핑백,,,,
15956,열대과일,요거트,롤빵,,,,,,
15957,열대과일,절인 야채,,,,,,,
15958,전지우유,사워 크림,패스트리,간식,껌,,,,
15960,크림 치즈,치즈,,,,,,,
15962,소고기,열대과일,사탕,,,,,,
15963,식빵,소스,,,,,,,
15965,우유,식빵,커피,쇼핑백,,,,,
15967,소고기,치킨,야채,전지우유,사워 크림,롤빵,연마제,청소기,
15970,허브,치즈,크림 치즈,소금,기름,마가린,야채 주스,병맥주,
15971,전지우유,버터우유,,,,,,,
15973,식빵,잼,야채 주스,,,,,,
15975,베이킹 파우더,냅킨,,,,,,,
15976,돼지고기,열대과일,전지우유,롤빵,초콜릿,신문,,,
15978,전지우유,생수,,,,,,,
15979,포도,야채,전지우유,사워 크림,잼,,,,
15980,돼지고기,감귤,요거트,음료수,,,,,
15982,감귤,열대과일,양파,전지우유,계란,고양이 사료,,,
15983,소시지,전지우유,,,,,,,
15984,패스트리,잼,,,,,,,
15985,음료수,생수,,,,,,,
15986,음료수,식빵,패스트리,소다,신문,쇼핑백,,,
15987,전지우유,식빵,고양이 사료,껌,냅킨,,,,
15988,열대과일,포장 채소,치즈,,,,,,
15989,소고기,야채,식빵,소다,,,,,
15990,냉동 디저트,마가린,과일 통조림,소다,쇼핑백,,,,
15992,돼지고기,생수,소다,병맥주,,,,,
15993,롤빵,생수,쇼핑백,,,,,,
15994,계란,간식,팝콘,냅킨,,,,,
15995,전지우유,잼,생선 통조림,와플,,,,,
15997,돼지고기,사워 크림,식빵,기름,설탕,케첩,간식,,
15999,햄,우유,,,,,,,
16001,전지우유,케이크,,,,,,,
16004,치즈,롤빵,설탕,사탕,,,,,
16005,열대과일,야채,전지우유,버터,초콜릿,,,,
16006,요거트,마가린,야채 주스,쇼핑백,,,,,
16007,열대과일,전지우유,치즈,식빵,밀가루,설탕,소스,,
16008,전지우유,요거트,,,,,,,
16009,아이스크림,캔맥주,,,,,,,
16011,감귤,신문,,,,,,,
16013,생선,설탕,케이크,초콜릿,사탕,,,,
16015,열대과일,전지우유,소다,와인,,,,,
16016,감귤,양파,요거트,치즈,롤빵,병맥주,쇼핑백,,
16017,소시지,요거트,치즈,식빵,야채 주스,껌,,,
16018,사워 크림,냉동 야채,,,,,,,
16019,소시지,포장 채소,전지우유,디저트,음료수,냉동 야채,계란,식빵,패스트리
16020,요거트,음료수,냉동 식품,,,,,,
16021,패스트리,소다,,,,,,,
16022,돼지고기,식빵,냅킨,,,,,,
16023,강아지 사료,병맥주,,,,,,,
16024,소시지,롤빵,소다,,,,,,
16025,소시지,롤빵,야채 주스,,,,,,
16026,딸기,패스트리,쇼핑백,,,,,,
16027,야채,허브,사탕,쇼핑백,,,,,
16029,계란,소다,케이크,,,,,,
16030,롤빵,커피,소다,와플,,,,,
16033,치즈,롤빵,생선 통조림,,,,,,
16034,딸기,요거트,음료수,캔맥주,소주,케이크,,,
16035,커피,소다,,,,,,,
16036,전지우유,롤빵,,,,,,,
16038,소시지,감귤,전지우유,패스트리,생수,소다,병맥주,캔맥주,
16041,디저트,야채 주스,와플,,,,,,
16043,와플,세정제,신문,쇼핑백,,,,,
16044,전지우유,사워 크림,,,,,,,
16045,야채,요거트,고양이 사료,커피,,,,,
16046,소고기,롤빵,캔맥주,냅킨,,,,,
16047,감귤,과일,식빵,패스트리,와플,,,
16050,돼지고기,전지우유,요거트,생선,롤빵,밀가루,,,
16052,딸기,야채,전지우유,,,,,,
16053,병맥주,소주,,,,,,,
16054,햄,요거트,,,,,,,
16055,전지우유,마가린,,,,,,,
16057,치킨,소고기,열대과일,딸기,냉동 야채,지퍼백,그릇,,
16059,소고기,버터,,,,,,,
16062,전지우유,소다,,,,,,,
16063,과일,전지우유,,,,,,,
16070,양파,전지우유,계란,설탕,전구,,,,
16071,야채,요거트,치즈,절인 야채,신문,,,,
16073,껌,초콜릿,,,,,,,
16075,돼지고기,딸기,양파,,,,,,
16076,디저트,치즈,패스트리,소다,,,,,
16077,밀가루,설탕,,,,,,,
16079,과일,딸기,요거트,,,,,,
16080,요거트,마가린,,,,,,,
16083,전지우유,시리얼,,,,,,,
16084,감귤,포장 채소,요거트,백포도주,,,,,
16085,양파,사워 크림,커피,야채 주스,,,,,
16086,딸기,버터,계란,소다,와인,,,,
16088,생수,백포도주,,,,,,,
16089,전지우유,마가린,,,,,,,
16091,돼지고기,전지우유,식빵,패스트리,여성용 위생용품,,,,
16092,패스트리,소다,,,,,,,
16094,냉동 식품,소다,,,,,,,
16095,야채,전지우유,,,,,,,
16097,치킨,야채,허브,캔맥주,소주,쇼핑백,,,
16098,디저트,냉동 식품,소다,,,,,,
16100,전지우유,요거트,음료수,치즈,야채 주스,,,,
16101,소다,야채 주스,,,,,,,
16102,소고기,고양이 사료,신문,,,,,,
16103,딸기,포장 채소,요거트,롤빵,음료수,,,,
16104,햄,전지우유,롤빵,생수,백포도주,,,,
16105,감귤,사워 크림,,,,,,,
16106,딸기,사워 크림,계란,,,,,,
16107,소고기,치킨,전지우유,,,,,,
16108,커피,소다,캔맥주,,,,,,
16110,전지우유,음료수,식빵,패스트리,초콜릿,,,,
16111,야채,전지우유,요거트,식빵,패스트리,초콜릿,사탕,,
16112,돼지고기,야채,쌀,포도주,신문,쇼핑백,,,
16113,요거트,계란,,,,,,,
16117,열대과일,디저트,치즈,식빵,쇼핑백,,,,
16118,치킨,요거트,크림 치즈,치즈,마가린,야채 통조림,소다,사탕,
16119,소다,병맥주,쇼핑백,,,,,,
16120,소시지,전지우유,캔맥주,,,,,,
16121,감귤,야채,아이스크림,,,,,,
16123,야채,전지우유,버터,쌀,생수,소다,캔맥주,백포도주,초콜릿
16124,치즈,파스타,야채 통조림,생선 통조림,소다,,,,
16125,밀가루,캔맥주,,,,,,,
16126,딸기,사워 크림,커피,생수,소다,백포도주,간식,,
16127,고양이 사료,캔맥주,초콜릿,냅킨,쇼핑백,,,,
16129,소다,과자,,,,,,,
16130,야채 주스,냅킨,,,,,,,
16132,감귤,야채,전지우유,,,,,,
16133,사워 크림,냉동 야채,신문,,,,,,
16134,요거트,치즈,냉동 식품,,,,,,
16137,소시지,감귤,열대과일,과일,포도,생수,소다,병맥주,케이크
16138,열대과일,머스타드,소스,,,,,,
16139,전지우유,마가린,소다,냅킨,사진 필름,,,,
16141,감귤,열대과일,과일,우유,생선,소다,야채 주스,냅킨,
16145,우유,야채 통조림,생수,케이크,쇼핑백,,,,
16146,치킨,포장 채소,버터,농축 우유,롤빵,,,,
16149,사탕,사진 필름,,,,,,,
16151,냉동 야채,계란,소다,캔맥주,소주,쇼핑백,,,
16155,소다,캔맥주,초콜릿,,,,,,
16157,사워 크림,식빵,,,,,,,
16158,열대과일,전지우유,양초,,,,,,
16159,소시지,열대과일,,,,,,,
16160,롤빵,초콜릿,,,,,,,
16161,전지우유,냉동 감자,식빵,소금,야채 통조림,,,,
16162,감귤,디저트,사워 크림,소다,,,,,
16163,패스트리,소다,,,,,,,
16164,감귤,요거트,과일 통조림,,,,,,
16166,버터,크림 치즈,냉동 야채,소다,야채 주스,냅킨,쇼핑백,,
16167,감귤,열대과일,양파,포장 채소,요거트,냅킨,,,
16168,전지우유,병맥주,,,,,,,
16170,햄,돼지고기,전지우유,요거트,치즈,치즈,롤빵,식빵,빵
16171,소다,과자,세정제,,,,,,
16172,열대과일,요거트,소다,신문,쇼핑백,,,,
16173,햄,야채,양파,허브,크림 치즈,지퍼백,화초,,
16174,소시지,음료수,캔맥주,와플,쇼핑백,,,,
16176,롤빵,백포도주,,,,,,,
16177,병맥주,소주,사탕,,,,,,
16178,소시지,열대과일,야채,요거트,치즈,크림 치즈,치즈,,
16179,감귤,롤빵,,,,,,,
16181,소다,음료수,사탕,,,,,,
16182,패스트리,와플,냅킨,,,,,,
16185,소다,야채 주스,,,,,,,
16188,감귤,버터,요거트,고양이 사료,커피,생수,초콜릿,초콜릿,
16190,소고기,소고기,야채,버터,요거트,냉동 야채,냉동 식품,커피,
16194,야채,요거트,사워 크림,음료수,치즈,크림 치즈,유기농 제품,소다,음료수
16197,전지우유,버터,식빵,패스트리,소다,신문,,,
16198,감귤,열대과일,,,,,,,
16199,소고기,전지우유,식빵,,,,,,
16202,소시지,열대과일,야채,크림 치즈,절인 야채,양초,,,
16203,사워 크림,아이스크림,롤빵,소다,,,,,
16205,소시지,감귤,열대과일,디저트,치즈,마가린,소다,캔맥주,
16206,열대과일,과일,,,,,,,
16207,돼지고기,열대과일,과일,치즈,치즈,치즈,병맥주,,
16208,돼지고기,감귤,디저트,사워 크림,크림 치즈,간식,그릇,,
16210,치킨,열대과일,요거트,,,,,,
